UUID,mainThumbURL,imageLicense,dataSource,wikidataQID
0f79bdad-c9b2-5e51-89bb-82f3e012c51c,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F6eb60ed3c66a54041541190567c5625a,,proxy-csv,
78b7d48a-8cae-5cb5-a98a-4c565dc07ecf,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Map_of_Ming_Chinese_empire_1415.jpg/330px-Map_of_Ming_Chinese_empire_1415.jpg,,wikipedia-fr,
9bd7295f-78f4-51bb-b9a6-bc9afb56a083,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Civettictis_civetta_35635750.jpg/330px-Civettictis_civetta_35635750.jpg,,wikipedia-fr,
d81221f2-3f5f-5d81-8735-f63644962a58,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fbe100b85900141e23aa3f62b02dae223,,proxy-csv,
d72edce7-47c4-5c07-b100-a08a2b7e0f6d,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F216b9f550d6546a972606c6aedeabaf0,,proxy-csv,
81d954cf-aca7-59e6-8d91-ab3374bb06d0,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F2f8b5df6846c637a8f6577ea8eb91255,,proxy-csv,
96cbfcbb-7240-57a7-973e-c600370d2510,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/langes-330px-Flag_of_the_Czech_Republic.svg.png,,wikipedia-es,
a37d89f1-a887-5378-8629-745fa80b64d4,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Tutu_Fela_Phallic_Stele_2.jpg/330px-Tutu_Fela_Phallic_Stele_2.jpg,,wikipedia-fr,
0567e3b5-24b3-533f-9760-40cf46ad6836,https://upload.wikimedia.org/wikipedia/commons/a/ad/GermanJews1.jpg,,wikipedia-fr,
3a65622f-fe03-585b-ad89-bf45b5095111,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Knossos_-_North_Portico_02.jpg/330px-Knossos_-_North_Portico_02.jpg,,wikipedia-en,
341b44a3-97f4-54b1-9560-64693d673887,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/%CE%9C%CE%BF%CE%BD%CE%AE_%CE%9F%CF%83%CE%AF%CE%BF%CF%85_%CE%9B%CE%BF%CF%85%CE%BA%CE%AC_1290.jpg/330px-%CE%9C%CE%BF%CE%BD%CE%AE_%CE%9F%CF%83%CE%AF%CE%BF%CF%85_%CE%9B%CE%BF%CF%85%CE%BA%CE%AC_1290.jpg,,wikipedia-en,
e31bb8e6-5b4e-5694-b5c0-c77e2748ca1d,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Domica_Cave_22.jpg/330px-Domica_Cave_22.jpg,,wikipedia-en,
066056dd-f7d4-5f6c-a6d0-4be20e11bdca,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F37ffdbdd02f91be3755d0208d83e3669,,proxy-csv,
d8ff621d-0fa1-5c92-9262-f5e7611dfbc8,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2Fb137e0bcc952cc58e75e214ab9b250d0,,proxy-csv,
46eedc7a-a087-55dc-b552-49d7cac966a2,https://images.weserv.nl/?w=300&h=300&fit=cover&url=https%3A%2F%2Fdata.unesco.org%2Fapi%2Fexplore%2Fv2.1%2Fcatalog%2Fdatasets%2Fwhc001%2Ffiles%2F7f51bcd6f96576e3cac250643763a027,,proxy-csv,
